ad_type,impressions,spend_usd,geo_targeting_included
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Image,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,100k-1M,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,100k-1M,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,100k-1M,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Video,1M-10M,50k-100k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Image,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,10k-100k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,10k-100k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Image,100k-1M,100-1k,Washington
Image,10k-100k,100-1k,Washington
Text,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,10k-100k,100-1k,Washington
Image,100k-1M,100-1k,Washington
Video,10k-100k,100-1k,Washington
Image,10k-100k,100-1k,Washington
Video,100k-1M,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,100k-1M,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,<=10k,100-1k,Washington
Video,10k-100k,100-1k,Washington
Text,10k-100k,1k-50k,Washington
Video,1M-10M,1k-50k,Washington
Video,1M-10M,1k-50k,Washington
Video,1M-10M,1k-50k,Washington
Video,1M-10M,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Text,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,10k-100k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,<=10k,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Video,100k-1M,1k-50k,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
